,Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Zip Codes,DELETE - Fire Prevention Districts,DELETE - Supervisor Districts,DELETE - Current Police Districts,DELETE - Supervisorial_Districts_Waterline_data_from_7pkg_wer3,apn,new_units
91011,201506048183,8,otc alterations permit,2015-06-04,7331,212,83,,Summit,Wy,,,"correction of lot number for 83,85 summit way, 83 summit way to be block 7331, lot 212 & 85 summit way to be block 7331, lot 211. reference pa #201405155811.",complete,2015-06-10,2015-06-04,2015-06-09,2015-06-10,,,,4.0,,,2016-06-03,1.0,1.0,,,2 family dwelling,2.0,0.0,,,,5.0,wood frame (5),,7.0,Lakeshore,94132.0,"(37.71508943485992, -122.47514246249116)",1384269504168,42.0,10.0,8.0,16.0,64.0,1.0,4.0,5.0,5.0,7331/212,2.0
89811,201505287368,8,otc alterations permit,2015-05-28,1641,026,226,,Cabrillo,St,,,to obtain final inspection for work approved under pa#201207064215 all work is complete.,complete,2015-05-28,2015-05-28,2015-05-28,2015-05-28,,,,3.0,,,2016-05-22,1.0,1.0,vacant lot,0.0,2 family dwelling,2.0,0.0,,,,5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.775749279603346, -122.46125995038521)",1383025108122,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1641/026,2.0
91003,201506048187,8,otc alterations permit,2015-06-04,7331,227,157,,Summit,Wy,,,"correction of lot number for 155 & 157 summit way, 155 summit way to be block 7331, lot 228 & 157 summit way to be block 7331, lot 227. reference pa #201501216219.",complete,2015-06-15,2015-06-04,2015-06-09,2015-06-15,,,,4.0,,,2016-06-03,1.0,1.0,,,2 family dwelling,2.0,0.0,,,,5.0,wood frame (5),,7.0,Lakeshore,94132.0,"(37.71524434900378, -122.47602007407886)",1384261504115,42.0,10.0,8.0,16.0,64.0,1.0,4.0,5.0,5.0,7331/227,2.0
91002,201506048187,8,otc alterations permit,2015-06-04,7331,228,155,,Summit,Wy,,,"correction of lot number for 155 & 157 summit way, 155 summit way to be block 7331, lot 228 & 157 summit way to be block 7331, lot 227. reference pa #201501216219.",complete,2015-06-15,2015-06-04,2015-06-09,2015-06-15,,,,4.0,,,2016-06-03,1.0,1.0,,,2 family dwelling,2.0,0.0,,,,5.0,wood frame (5),,7.0,Lakeshore,94132.0,"(37.71524434900378, -122.47602007407886)",1384260504114,42.0,10.0,8.0,16.0,64.0,1.0,4.0,5.0,5.0,7331/228,2.0
89697,201505277279,8,otc alterations permit,2015-05-27,4093,015,872,,Kansas,St,,,"to add a new unit at basement level, convert half bath to full bath. add new kitchen and relocate laundry room.   1st floor unit: add a new deck 10'-5""x9""-0"" at rear.",complete,2016-04-06,2015-05-27,2015-07-23,2016-04-06,,Y,1.0,1.0,,,2016-07-17,35000.0,60000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.758492869468775, -122.40325225754928)",1382911170141,54.0,2.0,9.0,26.0,28856.0,10.0,8.0,3.0,6.0,4093/015,1.0
87037,201505015147,8,otc alterations permit,2015-05-01,7135,048,3501,,Alemany,Bl,,,install new fire sprinkler for 3 story single family house. ref. appl. 201101208732. (26 heads),complete,2016-06-25,2015-05-01,2015-05-07,2016-06-25,,,,3.0,,Y,2016-05-01,3000.0,14000.0,vacant lot,,1 family dwelling,1.0,2.0,,,,5.0,wood frame (5),,7.0,Oceanview/Merced/Ingleside,94132.0,"(37.711248921636304, -122.46366648783862)",1380140222786,65.0,10.0,8.0,24.0,64.0,9.0,4.0,5.0,5.0,7135/048,1.0
86894,201504305077,8,otc alterations permit,2015-04-30,1537,018,1612,,Anza,St,,,"for administrative purposes only.  permit revision due to an error of unit count.  existing 1 unit, completion of 2 units.  revision to 201503272119.  the actual proposed unit count is 2 dwelling units.",complete,2015-06-04,2015-04-30,2015-04-30,2015-06-04,,,2.0,2.0,,,2016-04-24,1.0,1.0,1 family dwelling,1.0,1 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.779274481082076, -122.46558579957714)",1379987103346,5.0,8.0,4.0,11.0,54.0,11.0,2.0,9.0,9.0,1537/018,1.0
87364,201505055408,8,otc alterations permit,2015-05-05,3509,005,140,,09th,St,,,"install new fire alarm system w/ifp-100 control unit, smoke det above pull station near notificatio appliances will be installed thru-out all flr area. tie in water flow & tamper switches to new panel . ref pa 2011 0525 6770  & 2012 0621 3152. maher na",complete,2015-10-15,2015-05-05,2015-05-05,2015-10-15,,,2.0,2.0,,Y,2016-04-29,15700.0,15700.0,retail sales,0.0,misc group residns.,10.0,2.0,,3.0,constr type 3,3.0,constr type 3,,6.0,South of Market,94103.0,"(37.775485128402806, -122.4142578865388)",1380477156298,32.0,1.0,10.0,34.0,28853.0,8.0,9.0,2.0,3.0,3509/005,10.0
88833,201505186615,8,otc alterations permit,2015-05-18,3530,048,160,,14th,St,,,"revision to 2007 1003 4503 ab-005, change in method of fire seperation",complete,2016-02-17,2015-05-18,2015-06-25,2016-02-17,,,2.0,2.0,,,2016-06-19,1.0,1.0,food/beverage hndlng,0.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94103.0,"(37.76876642979409, -122.41690374380616)",1382012503702,53.0,3.0,2.0,20.0,28853.0,8.0,7.0,7.0,7.0,3530/048,1.0
88639,201505156471,8,otc alterations permit,2015-05-15,1739,035,1246,,12th,Av,,,addition of dwelling unit. create a small kitchen area on ground floor.  revision to 2012-0817-7701.,complete,2016-01-29,2015-05-15,2015-05-26,2016-01-29,,,3.0,3.0,,,2016-05-20,7000.0,20000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Inner Sunset,94122.0,"(37.76487961725622, -122.46926156714282)",1381810112369,109.0,10.0,11.0,14.0,56.0,11.0,11.0,5.0,10.0,1739/035,1.0
87926,201505085875,8,otc alterations permit,2015-05-08,3583,082,4035,,18th,St,,,"installation of a sprinkler monitor system including fire alarm control unit, pull station, smoke detector and monitor modules.t. i.  app#200805192371",complete,2015-05-28,2015-05-08,2015-05-08,2015-05-28,,,3.0,3.0,,Y,2016-05-02,2500.0,2500.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Castro/Upper Market,94114.0,"(37.76078406518985, -122.433560029796)",1381059160079,38.0,3.0,5.0,5.0,28862.0,2.0,5.0,7.0,1.0,3583/082,1.0
87818,201505085784,8,otc alterations permit,2015-05-08,3118,042,339,,Monterey,Bl,0.0,,addition of 2nd unit in basement/lower level; reconfiguation of interior walls to accomodate kithcen & garage,complete,2016-12-07,2015-05-08,2015-07-08,2016-12-07,,,2.0,2.0,,,2016-07-02,30000.0,30000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94131.0,"(37.731275191937605, -122.44294352568753)",1380941404673,95.0,9.0,8.0,41.0,63.0,9.0,4.0,4.0,5.0,3118/042,1.0
87652,201505075644,8,otc alterations permit,2015-05-07,1679,018,858,,37th,Av,,,revise lower level layout ref pa 2014 0807 3298 -,complete,2017-07-17,2015-05-07,2016-08-29,2017-07-17,,,2.0,2.0,,,2017-08-24,1.0,1000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77276417604982, -122.4967792037355)",1380772109892,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1679/018,1.0
108560,201511092097,8,otc alterations permit,2015-11-09,4022,022,685,,Florida,St,,,"install (135) heads per nfpa #13, (2) wet stand pipe per nfpa #14 and underground per nfpa #24. new bldg pa#201209200274. n/a ordinance #155-13",issued,2015-11-09,2015-11-09,2015-11-09,,,,0.0,6.0,,Y,2016-11-03,45000.0,45000.0,vacant lot,0.0,apartments,4.0,2.0,,,,3.0,constr type 3,,9.0,Mission,94110.0,"(37.760707505356045, -122.41067776470663)",1402598475558,53.0,3.0,2.0,20.0,28859.0,2.0,7.0,7.0,7.0,4022/022,4.0
108609,201511092152,8,otc alterations permit,2015-11-09,0179,032,111,,Trenton,St,0.0,,to obtain final inspection for work approved under pa#201307051228 all work is complete. n/a ordinance #155-13,complete,2016-06-27,2015-11-09,2015-11-09,2016-06-27,,,3.0,3.0,,,2016-11-03,1.0,1.0,office,3.0,apartments,4.0,0.0,,3.0,constr type 3,3.0,constr type 3,,3.0,Chinatown,94133.0,"(37.79597046332875, -122.4092684594724)",1402648412864,104.0,6.0,3.0,6.0,308.0,3.0,10.0,1.0,2.0,0179/032,1.0
127300,201605046559,8,otc alterations permit,2016-05-04,3738,018,255,,Fremont,St,,,revision to pa #201406249199 s1 foundation: soil cement columns for foundation.,complete,2017-03-24,2016-05-04,2016-05-23,2017-03-24,,,,6.0,,,2019-05-08,750000.0,750000.0,vacant lot,,apartments,85.0,2.0,,,,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78891050082911, -122.39382875621416)",1422017505266,32.0,1.0,10.0,8.0,28855.0,6.0,9.0,2.0,3.0,3738/018,85.0
127011,201605026348,8,otc alterations permit,2016-05-02,5431A,041,5880,,03rd,St,,,design and fabricate and install 34 evact signs.,issued,2016-05-03,2016-05-02,2016-05-03,,,,,5.0,,Y,2017-04-28,1000.0,13000.0,vacant lot,,apartments,136.0,2.0,,,,5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.724952922227615, -122.39600246967255)",1421720505722,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5431A/041,136.0
126960,201605026307,8,otc alterations permit,2016-05-02,1799,025,1374,,45th,Av,,,voluntary seismic retrofit. unit 1 relocate interior stair remodel kitchen and bath at floor 2.  add skylight over hallway. unit 2 - add new 370 sft unit at floor 1. rehad front porch & build straight-run stair. (n) wood siding to match.,complete,2017-09-28,2016-05-02,2016-05-10,2017-09-28,,,2.0,2.0,,,2019-04-25,400000.0,400000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.761002203410605, -122.50456490390224)",1421662114770,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1799/025,1.0
126932,201605026284,8,otc alterations permit,2016-05-02,7331,125,259,,Summit,Wy,,,"constructionof fire sprinkler system address above. this permit references master bld type  2012 0916 9424 amended by 2013 1119 2305, 2014 0131 7503 & 2014 0710 0858 also referencess master fire sprinkler permit 2015 0121 6262 & bld plot plan # 2015 0629 0242 as builts may be reqd per sffd inspector",complete,2017-02-02,2016-05-02,2016-05-02,2017-02-02,,,,3.0,,Y,2017-04-27,1.0,1.0,vacant lot,,2 family dwelling,2.0,0.0,,,,5.0,wood frame (5),,7.0,Lakeshore,94132.0,"(37.71504540445691, -122.47706650976615)",1421636498306,42.0,10.0,8.0,16.0,64.0,1.0,4.0,5.0,5.0,7331/125,2.0
126846,201605026220,8,otc alterations permit,2016-05-02,4591C,221,10,,Kennedy,Pl,,,"new 8"" underground fire service only off of 12"" main on coleman st. sprinkler system installation uder separate application.",complete,2018-06-18,2016-05-02,2016-05-02,2018-06-18,,,,4.0,,Y,2017-04-27,10000.0,12000.0,vacant lot,,apartments,31.0,2.0,,,,5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.72817237698413, -122.36765883535513)",1421549493649,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/221,31.0
126845,201605026219,8,otc alterations permit,2016-05-02,4591C,220,10,,Innes,Ct,,,"new 8"" underground fire service only off of 12 inch main on coleman st. sprinkler system installation under separate application.",complete,2018-05-14,2016-05-02,2016-05-02,2018-05-14,,,,4.0,,Y,2017-04-27,10000.0,12000.0,vacant lot,,apartments,29.0,2.0,,,,5.0,wood frame (5),,10.0,Bayview Hunters Point,94124.0,"(37.727908350262794, -122.36788508924815)",1421548493670,78.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,4591C/220,29.0
126753,201604296148,8,otc alterations permit,2016-04-29,4041,009,680,,Indiana,St,,,basement s-2 storage area shall be reclassified as a non-separated occupancy rather than an accessory occupancy. revision to app#201312244992 s-3,complete,2017-08-29,2016-04-29,2016-05-10,2017-08-29,,,,5.0,,,2017-05-05,1.0,1.0,vacant lot,,apartments,55.0,2.0,,,,1.0,constr type 1,,10.0,Potrero Hill,94107.0,"(37.7621491311003, -122.391860679585)",1421444495801,55.0,2.0,9.0,26.0,28856.0,10.0,8.0,3.0,6.0,4041/009,55.0
128026,201605117096,8,otc alterations permit,2016-05-11,3534,146,35,,Dolores,St,108.0,,furnish & install bookcases/computer desk in the kitchen. no structural work.,complete,2016-09-29,2016-05-11,2016-05-11,2016-09-29,,,,4.0,,,2017-05-06,10000.0,10000.0,,,apartments,37.0,0.0,,,,5.0,wood frame (5),,8.0,Mission,94103.0,"(37.76856011026057, -122.42630819628516)",1422753501529,37.0,3.0,5.0,20.0,28853.0,8.0,5.0,7.0,1.0,3534/146,37.0
127897,201605107002,8,otc alterations permit,2016-05-10,1152,012,1844,,Golden Gate,Av,,,create new dwelling unit in the basement of existing 3 units residential building. no expansion of the building envelope. no change to visible exterior of building. sprinkler permit deferred.,complete,2017-02-09,2016-05-10,2016-07-06,2017-02-09,,,3.0,3.0,,,2019-06-21,48000.0,118000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.77869849311438, -122.4410027896124)",1422620264250,97.0,7.0,11.0,39.0,29490.0,15.0,11.0,8.0,10.0,1152/012,1.0
127896,201605107002,8,otc alterations permit,2016-05-10,1152,012,1842,,Golden Gate,Av,,,create new dwelling unit in the basement of existing 3 units residential building. no expansion of the building envelope. no change to visible exterior of building. sprinkler permit deferred.,complete,2017-02-09,2016-05-10,2016-07-06,2017-02-09,,,3.0,3.0,,,2019-06-21,48000.0,118000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.77869849311438, -122.4410027896124)",1422619264249,97.0,7.0,11.0,39.0,29490.0,15.0,11.0,8.0,10.0,1152/012,1.0
127852,201605096965,8,otc alterations permit,2016-05-09,1895,041,1610,,La Playa,,,,convert (e) ground floor office and bath into (n) second unit. expansion under (e) cantilevered room. remodel of (e) 2nd level bathroom. replace (e) second level deck w/ (n) deck (in-kind). removal of dining room wall.,complete,2018-03-12,2016-05-09,2016-06-29,2018-03-12,,Y,2.0,2.0,,,2019-06-14,400000.0,275000.0,1 family dwelling,1.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.75624563376435, -122.50852632442967)",1422572492528,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1895/041,1.0
127757,201605096893,8,otc alterations permit,2016-05-09,6919,019,128,,Borica,St,,,"revision to pa #201509086342 as follows: to add new address to new unit and, addess of job will be changed from 130 borica st to 128 borica st.",complete,2016-05-09,2016-05-09,2016-05-09,2016-05-09,,,2.0,2.0,,,2017-05-04,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,West of Twin Peaks,94127.0,"(37.72414175014324, -122.46709858685021)",1422478506463,67.0,10.0,8.0,41.0,59.0,9.0,4.0,5.0,5.0,6919/019,1.0
127895,201605107002,8,otc alterations permit,2016-05-10,1152,012,1840,,Golden Gate,Av,,,create new dwelling unit in the basement of existing 3 units residential building. no expansion of the building envelope. no change to visible exterior of building. sprinkler permit deferred.,complete,2017-02-09,2016-05-10,2016-07-06,2017-02-09,,,3.0,3.0,,,2019-06-21,48000.0,118000.0,apartments,3.0,apartments,4.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Western Addition,94115.0,"(37.77869849311438, -122.4410027896124)",142261890686,97.0,7.0,11.0,39.0,29490.0,15.0,11.0,8.0,10.0,1152/012,1.0
126137,201604255618,8,otc alterations permit,2016-04-25,3618,071,988,,Guerrero,St,,,to obtain final inspection for work approved under pa# 201002035833.  all work is complete.,complete,2017-10-13,2016-04-25,2016-04-25,2017-10-13,,,2.0,2.0,,,2017-04-20,1.0,1.0,2 family dwelling,2.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.755363788533714, -122.42354724631872)",1420816162467,52.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,3618/071,1.0
123779,201604043872,8,otc alterations permit,2016-04-04,0620,006,1601,,Larkin,St,,,revision to s3 (arch/mep); elevator accessible detail showing the elevator battery automatic rescue cabinet location at garage level 2 a3 requested by sffd- (ref. pa 200412171712 s-3),issued,2016-04-28,2016-04-04,2016-04-28,,,,,5.0,,,2017-04-23,1.0,30000.0,vacant lot,,apartments,27.0,2.0,,,,5.0,wood frame (5),,3.0,Russian Hill,94109.0,"(37.79277873177488, -122.41976349061402)",141838776467,105.0,4.0,3.0,32.0,28858.0,13.0,10.0,6.0,2.0,0620/006,27.0
123118,201603293353,8,otc alterations permit,2016-03-29,5431A,042,1751,,Carroll,Av,,,administrative permit for health dept. review of approved permit drawings. ref. permit applic. #2010211073775s2.,complete,2016-05-25,2016-03-29,2016-03-31,2016-05-25,,,,4.0,,,2017-03-26,1.0,1.0,,,apartments,121.0,2.0,,,,1.0,constr type 1,,10.0,Bayview Hunters Point,94124.0,"(37.72563995617249, -122.39583792182057)",1417715489240,86.0,2.0,9.0,1.0,58.0,10.0,8.0,3.0,6.0,5431A/042,121.0
123090,201603293328,8,otc alterations permit,2016-03-29,3833,002,1010,,16th,St,,,"evacuation maps north building- 62 maps total; maher n/a aka ""potrero 1010""",issued,2016-04-29,2016-03-29,2016-04-29,,,,,6.0,,Y,2017-04-24,24300.0,24800.0,,,apartments,393.0,2.0,,,,3.0,constr type 3,,10.0,Mission Bay,94107.0,"(37.76674258400443, -122.39724610621099)",1417687503368,33.0,1.0,9.0,4.0,28856.0,14.0,8.0,3.0,6.0,3833/002,393.0
123074,201603293317,8,otc alterations permit,2016-03-29,1464,014,446,,33rd,Av,,,"to obtain a final inspection for work approved under pa#200911231869, pa#201402047821 & pa#201306179682. all work is complete.",complete,2016-03-30,2016-03-29,2016-03-29,2016-03-30,,,2.0,3.0,,,2017-03-24,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.780738270943395, -122.4930535472631)",1417671100818,8.0,8.0,4.0,29.0,55.0,11.0,2.0,9.0,9.0,1464/014,1.0
122770,201603253083,8,otc alterations permit,2016-03-25,3731,001,200,,06th,St,,,revision to appl #201211295086 - new access hatch for elevator heat & smoke detector details. n/a maher ordinance,complete,2017-05-23,2016-03-25,2016-03-25,2017-05-23,,,,9.0,,,2017-03-20,1.0,1.0,vacant lot,,apartments,67.0,2.0,,,,1.0,constr type 1,,6.0,South of Market,94103.0,"(37.77937935834808, -122.40710147938178)",1417351165338,32.0,1.0,10.0,34.0,28853.0,14.0,9.0,2.0,3.0,3731/001,67.0
122723,201603243047,8,otc alterations permit,2016-03-24,3623,031,3847,,22nd,St,,,"to clarify fire sprinkler system for pa#201511132507 as ""nfpa 13d throughout first floor level only.""",issued,2016-03-24,2016-03-24,2016-03-24,,,,3.0,3.0,,,2017-03-19,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Noe Valley,94114.0,"(37.75431318213615, -122.43328822915822)",1417301162870,84.0,3.0,5.0,22.0,28862.0,2.0,5.0,7.0,1.0,3623/031,1.0
124161,201604064147,8,otc alterations permit,2016-04-06,6512,015,387,,Fair Oaks,St,,,"revision to pa# 201405226450 to include, electrical wiring, upgrad plumbing & to add insulation if  required",complete,2017-04-13,2016-04-06,2016-04-06,2017-04-13,,,4.0,4.0,,,2017-04-01,20000.0,20000.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Mission,94110.0,"(37.750608175025214, -122.42358143629504)",1418769205755,52.0,3.0,5.0,20.0,28859.0,2.0,5.0,7.0,1.0,6512/015,1.0
126071,201604255571,8,otc alterations permit,2016-04-25,6943,021,216,,Holloway,Av,,,revise pa#2016-04-11-4446 as following: to add address to new unit and address of job will be change from 218 to 216.,complete,2017-04-17,2016-04-25,2016-04-25,2017-04-17,,,2.0,2.0,,,2017-04-20,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Oceanview/Merced/Ingleside,94112.0,"(37.72206757702167, -122.45554603521448)",1420742506412,64.0,10.0,8.0,24.0,28861.0,9.0,4.0,5.0,5.0,6943/021,1.0
125761,201604215343,8,otc alterations permit,2016-04-21,1811,031,1460,,43rd,Av,,,revise pa #201411252498 as follows; 1. to add address to new unit and 2. address of job will be changed from 1458 43rd ave to 1460 43rd ave.,complete,2016-04-25,2016-04-21,2016-04-21,2016-04-25,,,2.0,2.0,,,2017-04-16,1.0,1.0,1 family dwelling,1.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,4.0,Sunset/Parkside,94122.0,"(37.7594784658315, -122.50230731074573)",1420423506401,39.0,10.0,7.0,35.0,56.0,1.0,3.0,5.0,4.0,1811/031,1.0
125042,201604144788,8,otc alterations permit,2016-04-14,0339,006,132,,Turk,St,,,5 ft wide x 10 ft deep canopy will start 9' above sidewalk with 2 ft height,expired,2018-02-06,2016-04-14,2016-05-02,,,,3.0,4.0,,,2017-04-27,1500.0,1500.0,office,0.0,office,9.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,Tenderloin,94102.0,"(37.78341313363719, -122.41145716090523)",1419690366346,20.0,5.0,10.0,36.0,28852.0,14.0,9.0,10.0,3.0,0339/006,9.0
